"","genus_species","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","x","y","domestication","status","clade"
"11","Abrothrix hershkovitzi",621147,"Cricetidae","Rodentia",32.42,2,"Yes",-54.112778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,-55,"Wild","","Euarchontoglires"
"12","Abrothrix illuteus",419783,"Cricetidae","Rodentia",47.79,1,"Yes",-26.799999,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,-27,"Wild","","Euarchontoglires"
"13","Abrothrix lanosus",843843,"Cricetidae","Rodentia",27.83,1,"Yes",-53.150001,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.0000000000006,-55.012466461501,"Wild","","Euarchontoglires"
"14","Abrothrix manni",5925545,"Cricetidae","Rodentia",NA,NA,"Yes",-41.066666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.5112862385242,-40.5704494711089,"Wild","","Euarchontoglires"
"15","Abrothrix markhami",311709,"Cricetidae","Rodentia",29.03,2,"Yes",-49.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75,-49,"Wild","","Euarchontoglires"
"16","Abrothrix sanborni",3608360,"Cricetidae","Rodentia",24.7,1,"Yes",-43.116665,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.6377432537345,-44.1014802652149,"Wild","","Euarchontoglires"
"17","Acerodon celebensis",635022,"Pteropodidae","Chiroptera",390,1,"Yes",-1.133333,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.999999999999,-5.00076357997971,"Wild","","Laurasiatheria"
"18","Acerodon humilis",3613521,"Pteropodidae","Chiroptera",462.47,2,"Yes",4.01,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,5,"Wild","","Laurasiatheria"
"19","Acerodon jubatus",718815,"Pteropodidae","Chiroptera",1075,1,"Yes",9.4166,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.824512766941,11.4042099008553,"Wild","","Laurasiatheria"
"20","Acerodon leucotis",3613520,"Pteropodidae","Chiroptera",462.47,2,"Yes",9.73,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,13.0020149689629,"Wild","","Laurasiatheria"
"21","Acerodon mackloti",3613523,"Pteropodidae","Chiroptera",470.33,1,"Yes",-8.066667,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,-9,"Wild","","Laurasiatheria"
"22","Acinonyx jubatus",752759,"Felidae","Carnivora",46700,1,"Yes",-24.59102,"Vulnerable","establishing_ex_situ_production","handicrafts_jewellery","pets_display_animals_horticulture","research","sport_hunting_specimen_collecting","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4150631492351,-22.9131013957721,"Partially-domesticated","","Laurasiatheria"
"23","Acinonyx pardinensis",7656114,"Felidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"24","Acomys airensis",3608603,"Muridae","Rodentia",28.81,0,"Yes",19.4,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.00000000000001,17.0026683611809,"Wild","","Euarchontoglires"
"25","Acomys cahirinus",816259,"Muridae","Rodentia",52.45,1,"Yes",28.516666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.55546498387,27.0175448109036,"Wild","","Euarchontoglires"
"26","Acomys chudeaui",487174,"Muridae","Rodentia",28.81,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"27","Acomys cilicicus",173081,"Muridae","Rodentia",28.61,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"28","Acomys cineraceus",1043426,"Muridae","Rodentia",30.59,2,"Yes",10.87,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.597971376553495,11.6104428141027,"Wild","","Euarchontoglires"
"29","Acomys dimidiatus",996659,"Muridae","Rodentia",28.81,0,"Yes",31.63,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0167941862198,31.0556504582743,"Wild","","Euarchontoglires"
"30","Acomys ignitus",368525,"Muridae","Rodentia",24,1,"Yes",-3.633333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,-4.00244214969981,"Wild","","Euarchontoglires"
"31","Acomys johannis",905136,"Muridae","Rodentia",28.81,0,"Yes",11.3414545,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33498469893667,11.6734121743135,"Wild","","Euarchontoglires"
"32","Acomys kempi",501413,"Muridae","Rodentia",22,1,"Yes",0.441816,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7998048347546,0.600940784397495,"Wild","","Euarchontoglires"
"33","Acomys louisae",3608604,"Muridae","Rodentia",20.2,1,"Yes",31.848948,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,31,"Wild","","Euarchontoglires"
"34","Acomys minous",747232,"Muridae","Rodentia",62.5,1,"Yes",35.3534105,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,35,"Wild","","Euarchontoglires"
"35","Acomys mullah",3608602,"Muridae","Rodentia",28.74,2,"Yes",7.833334,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0000000000001,7.00107163467529,"Wild","","Euarchontoglires"
"36","Acomys muzei",378250,"Muridae","Rodentia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"37","Acomys nesiotes",747230,"Muridae","Rodentia",28.67,2,"Yes",34.860556,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,35,"Wild","","Euarchontoglires"
"38","Acomys ngurui",378247,"Muridae","Rodentia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"39","Acomys percivali",747234,"Muridae","Rodentia",22,1,"Yes",0.6667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,0.200040221629682,"Wild","","Euarchontoglires"
"40","Acomys selousi",6144822,"Muridae","Rodentia",NA,NA,"Yes",-15.695388,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.336797147536,-23.6808839089493,"Wild","","Euarchontoglires"
"41","Acomys seurati",3608607,"Muridae","Rodentia",28.81,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"42","Acomys spinosissimus",477714,"Muridae","Rodentia",26.5,1,"Yes",-15.831196,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4731734436309,-15.3471794717339,"Wild","","Euarchontoglires"
"43","Acomys subspinosus",863707,"Muridae","Rodentia",21,1,"Yes",-32.13,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5010695777309,-4.50682635751027,"Wild","","Euarchontoglires"
"44","Acomys whitei",7654677,"Muridae","Rodentia",NA,NA,"Yes",16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,17,"Wild","","Euarchontoglires"
"45","Acomys wilsoni",600704,"Muridae","Rodentia",18.5,1,"Yes",-3.516667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4289961250439,-2.72373399632368,"Wild","","Euarchontoglires"
"46","Aconaemys fuscus",620800,"Octodontidae","Rodentia",133.5,1,"Yes",-40.294145,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.9858461207622,-39.0495575070798,"Wild","","Euarchontoglires"
"47","Aconaemys porteri",867368,"Octodontidae","Rodentia",113.5,0,"Yes",-40.82,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.6601228802953,-39.6935721943811,"Wild","","Euarchontoglires"
"48","Aconaemys sagei",867373,"Octodontidae","Rodentia",96.5,1,"Yes",-38.016666,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.3272977322962,-38.3583278219829,"Wild","","Euarchontoglires"
"49","Acrobates pulchellus",7657182,"Acrobatidae","Diprotodontia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"50","Acrobates pygmaeus",432839,"Acrobatidae","Diprotodontia",12,1,"Yes",-33.348,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.696154573057,-31.907558743051,"Wild","","Marsupials & monotremes"
"51","Adaetontherium incognitum",7655718,"Suidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"52","Addax nasomaculatus",989805,"Bovidae","Artiodactyla",70000.32,1,"Yes",29.868026,"Critically Endangered","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,16.0100146374084,"Wild","","Laurasiatheria"
"53","Aegialomys galapagoensis",509361,"Cricetidae","Rodentia",63.51,1,"Yes",-0.816667,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91,-1,"Wild","","Euarchontoglires"
"54","Aegialomys xanthaeolus",282364,"Cricetidae","Rodentia",79.79,1,"Yes",-6.833333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.6566977490875,-6.37717362330414,"Wild","","Euarchontoglires"
"55","Aelurodon francisci",7655927,"Canidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"56","Aeorestes egregius",297963,"Vespertilionidae","Chiroptera",20,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"57","Aeorestes semotus",5839506,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"58","Aeorestes villosissimus",5839507,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"59","Aepeomys lugens",783823,"Cricetidae","Rodentia",37,1,"Yes",8.62,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,9,"Wild","","Euarchontoglires"
"60","Aepeomys reigi",3608226,"Cricetidae","Rodentia",37,0,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"61","Aepyprymnus rufescens",34417,"Potoroidae","Diprotodontia",3250,1,"Yes",-28.7167,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.607502862424,-25.8939807544788,"Wild","","Marsupials & monotremes"
"62","Aeretes melanopterus",675191,"Sciuridae","Rodentia",753.23,2,"Yes",26.430682,"Near Threatened","food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.999999999999,23.0037047626266,"Wild","","Euarchontoglires"
"63","Aeromys tephromelas",675194,"Sciuridae","Rodentia",1075,1,"Yes",3.505,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,3.00045740230187,"Wild","","Euarchontoglires"
"64","Aeromys thomasi",3609018,"Sciuridae","Rodentia",1435,1,"Yes",5.343469,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.665850621697,5.66996720456175,"Wild","","Euarchontoglires"
"65","Aethalops aequalis",308607,"Pteropodidae","Chiroptera",15,0,"Yes",4.038422,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,5,"Wild","","Laurasiatheria"
"66","Aethalops alecto",37731,"Pteropodidae","Chiroptera",15,1,"Yes",2.85,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.667209035396,4.33563706315321,"Wild","","Laurasiatheria"
"67","Aethomys bocagei",3608715,"Muridae","Rodentia",79.89,2,"Yes",-9.875,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2724097175001,-9.03164365549672,"Wild","","Euarchontoglires"
"68","Aethomys chrysophilus",911457,"Muridae","Rodentia",74.85,1,"Yes",-22.4167,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8902927277363,-20.585708175387,"Wild","","Euarchontoglires"
"69","Aethomys hindei",3608711,"Muridae","Rodentia",103.5,1,"Yes",3.1333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9984745487729,1.50292101514208,"Wild","","Euarchontoglires"
"70","Aethomys ineptus",411031,"Muridae","Rodentia",133.16,1,"Yes",-23.9802165,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7224617267428,-26.5165078426028,"Wild","","Euarchontoglires"
"71","Aethomys kaiseri",649436,"Muridae","Rodentia",90,1,"Yes",-1.5667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7358739997436,-1.42471256065716,"Wild","","Euarchontoglires"
"72","Aethomys nyikae",3608710,"Muridae","Rodentia",77.01,1,"Yes",-10.72,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,-15.0210697853835,"Wild","","Euarchontoglires"
"73","Aethomys silindensis",3608709,"Muridae","Rodentia",82.76,2,"Yes",-19.23,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,-19,"Wild","","Euarchontoglires"
"74","Aethomys stannarius",3608717,"Muridae","Rodentia",82.9,2,"Yes",8.8166835,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5.00076357997974,"Wild","","Euarchontoglires"
"75","Aethomys thomasi",3608716,"Muridae","Rodentia",84.69,2,"Yes",-11.875,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3336288965446,-12.0223050199193,"Wild","","Euarchontoglires"
"76","Afrochoerus nicoli",7655719,"Suidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"77","Ailurops furvus",7657218,"Phalangeridae","Diprotodontia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"78","Ailurops melanotis",3606934,"Phalangeridae","Diprotodontia",10000,0,"Yes",NA,"Critically Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"79","Ailurops ursinus",193425,"Phalangeridae","Diprotodontia",10000,1,"Yes",1.40516,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.427874178624,-1.86260510123351,"Wild","","Marsupials & monotremes"
"80","Ailurus ochraceus",7655926,"Ailuridae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"81","Akodon aerosus",421013,"Cricetidae","Rodentia",60,1,"Yes",-13.100533,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.03037165202,-9.86142397653448,"Wild","sibling_higher","Euarchontoglires"
"82","Akodon affinis",170298,"Cricetidae","Rodentia",24.9,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"83","Akodon albiventer",299290,"Cricetidae","Rodentia",21.8,1,"Yes",-18.666666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.2742230586775,-19.6479622530475,"Wild","sibling_higher","Euarchontoglires"
"84","Akodon arviculoides",7654625,"Cricetidae","Rodentia",NA,NA,"Yes",-23.551621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.9999999999998,-23.0037047626266,"Wild","sibling_higher","Euarchontoglires"
"85","Akodon baliolus",224511,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"86","Akodon boliviensis",292086,"Cricetidae","Rodentia",27.5,1,"Yes",-16.083334,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.3712880571585,-18.8172086955634,"Wild","sibling_higher","Euarchontoglires"
"87","Akodon budini",837330,"Cricetidae","Rodentia",26.9,1,"Yes",-24.075002,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.0000000000003,-24.0155502468951,"Wild","sibling_higher","Euarchontoglires"
"88","Akodon caenosus",694678,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2762,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.5061933915281,-25.5378136454516,"Wild","sibling_higher","Euarchontoglires"
"89","Akodon cursor",754322,"Cricetidae","Rodentia",39.85,1,"Yes",-24.333333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.556042271713,-24.4273609288129,"Wild","sibling_higher","Euarchontoglires"
"90","Akodon dayi",837345,"Cricetidae","Rodentia",32.5,1,"Yes",-16.799999,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.5032152328736,-16.2677994975824,"Wild","sibling_higher","Euarchontoglires"
"91","Akodon dolores",817138,"Cricetidae","Rodentia",50.5,1,"Yes",-29.406262,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.5200049466216,-32.1534069441659,"Wild","sibling_higher","Euarchontoglires"
"92","Akodon fumeus",837332,"Cricetidae","Rodentia",22.7,1,"Yes",-17.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.1927981965561,-16.2097464630762,"Wild","sibling_higher","Euarchontoglires"
"93","Akodon glaucinus",468307,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"94","Akodon josemariarguedasi",6144778,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"95","Akodon juninensis",292084,"Cricetidae","Rodentia",39,1,"Yes",-11.559115,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.7983153988249,-10.6128805755357,"Wild","sibling_higher","Euarchontoglires"
"96","Akodon kofordi",292090,"Cricetidae","Rodentia",29.5,1,"Yes",-14.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.9999999999999,-17.0026683611809,"Wild","sibling_higher","Euarchontoglires"
"97","Akodon kotosh",7067232,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"98","Akodon latebricola",694987,"Cricetidae","Rodentia",39,1,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"99","Akodon lindberghi",837916,"Cricetidae","Rodentia",26.4,1,"Yes",-15.783334,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47,-15,"Wild","sibling_higher","Euarchontoglires"
"100","Akodon mimus",1068786,"Cricetidae","Rodentia",24,1,"Yes",-17.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.5952083833377,-16.6074080349395,"Wild","sibling_higher","Euarchontoglires"
"101","Akodon molinae",224514,"Cricetidae","Rodentia",33,1,"Yes",-34.05,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.9890021541808,-37.4509861147655,"Wild","sibling_higher","Euarchontoglires"
"102","Akodon montensis",837919,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2894,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.7501937564695,-26.2916640358849,"Wild","sibling_higher","Euarchontoglires"
"103","Akodon mystax",837918,"Cricetidae","Rodentia",18.5,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"104","Akodon neocenus",3608361,"Cricetidae","Rodentia",42.4,1,"Yes",-38.0307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.9999999999993,-41.0075873575485,"Wild","sibling_higher","Euarchontoglires"
"105","Akodon orophilus",754316,"Cricetidae","Rodentia",39,1,"Yes",-6.7166665,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.8050900103908,-8.31115143858142,"Wild","sibling_higher","Euarchontoglires"
"106","Akodon paranaensis",896699,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2812,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55,-27,"Wild","sibling_higher","Euarchontoglires"
"107","Akodon pervalens",3608354,"Cricetidae","Rodentia",31.32,0,"Yes",-22.243108,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.0000000000002,-23.0037047626268,"Wild","sibling_higher","Euarchontoglires"
"108","Akodon philipmyersi",373077,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"109","Akodon polopi",68879,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"110","Akodon reigi",896702,"Cricetidae","Rodentia",31.32,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher","Euarchontoglires"
"111","Akodon sanctipaulensis",3608368,"Cricetidae","Rodentia",27.1,1,"Yes",-24.366667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.9999999999998,-24.0155502468949,"Wild","sibling_higher","Euarchontoglires"
"112","Akodon serrensis",837921,"Cricetidae","Rodentia",28.3,1,"Yes",-22.8479945,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.0000000000001,-23.0037047626268,"Wild","sibling_higher","Euarchontoglires"
"113","Akodon siberiae",360765,"Cricetidae","Rodentia",34.6,1,"Yes",-17.516667,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.9999999999999,-17.0026683611809,"Wild","sibling_higher","Euarchontoglires"
"114","Akodon simulator",468305,"Cricetidae","Rodentia",42.5,1,"Yes",-26.463056,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.8133685531181,-25.5202615777907,"Wild","","Euarchontoglires"
"115","Akodon surdus",3608367,"Cricetidae","Rodentia",39,1,"Yes",-12.62708,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73,-13,"Wild","sibling_higher","Euarchontoglires"
"116","Akodon sylvanus",536358,"Cricetidae","Rodentia",39,1,"Yes",-24.283306,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.0000000000003,-24.0155502468951,"Wild","sibling_higher","Euarchontoglires"
