"","genus_species","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","x","y","domestication","status","clade","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","logh1","logmass","iucn_bin","humanuse_bin","domestication_bin","sum_gtrends","log_sumgtrends","h_conserv","logh1_conserv","gtrends_bin"
"3861","Mydaus lucifer",7656003,"Mephitidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","lucifer","Mydaus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"3862","Mydaus marchei",685108,"Mephitidae","Carnivora",1414.2,1,"Yes",9.7334,"Least Concern","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.334702935937,9.67225024912921,"Wild","","Laurasiatheria","marchei","Mydaus",1,1,1,1,0,2,1,0.5,0,1,0.301029995663981,3.15051083290797,1,1,3,0,0,1,0.301029995663981,0
"3863","Mydaus meliceps",6145437,"Mephitidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","meliceps","Mydaus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"3864","Mydaus ollula",7656004,"Mephitidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","ollula","Mydaus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"3865","Mylomys dybowskii",170597,"Muridae","Rodentia",114.4,1,"Yes",3.9167,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1999024411774,-1.40141375875452,"Wild","","Euarchontoglires","dybowskii","Mylomys",2,65,1,2,0,42,2,0.048,2,0,0.477121254719662,2.05842602445701,1,0,3,0,0,0,0,0
"3866","Myocastor coypus",169715,"Myocastoridae","Rodentia",6937.45,1,"Yes",46.143498,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54160279068154,49.4471488146503,"Partially-domesticated","","Euarchontoglires","coypus","Myocastor",444,5222,282,0,0,73,32,0.438,159,5,1.51851393987789,3.84119986606913,1,0,2,1264,3.10209052551184,11,1.07918124604762,1
"3867","Myodes andersoni",1012695,"Cricetidae","Rodentia",24,0,"Yes",36.433335,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.672281052324,36.3565862045292,"Wild","","Euarchontoglires","andersoni","Myodes",3,145,2,3,0,18,3,0.167,3,0,0.602059991327962,1.38021124171161,1,0,3,0,0,0,0,0
"3868","Myodes californicus",179751,"Cricetidae","Rodentia",18.3,1,"Yes",43.2487746730627,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.842692619786,42.8179378174694,"Wild","","Euarchontoglires","californicus","Myodes",35,1227,19,32,1,39,21,0.538,27,3,1.34242268082221,1.26245108973043,1,0,3,0,0,4,0.698970004336019,0
"3869","Myodes centralis",686201,"Cricetidae","Rodentia",24,0,"Yes",43.243,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9999999999992,43.0081393014265,"Wild","","Euarchontoglires","centralis","Myodes",1,1,1,1,0,2,1,0.5,0,1,0.301029995663981,1.38021124171161,1,0,3,0,0,0,0,0
"3870","Myodes gapperi",627111,"Cricetidae","Rodentia",19.83,1,"Yes",46.7470189990586,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.8806076101041,50.2757248021609,"Wild","","Euarchontoglires","gapperi","Myodes",336,8339,119,320,6,69,46,0.667,193,7,1.67209785793572,1.2973227142053,1,0,3,402,2.60530504614111,10,1.04139268515822,1
"3871","Myodes glareolus",1051603,"Cricetidae","Rodentia",20.73,1,"Yes",52.7631,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2874715242985,56.9310907687454,"Wild","","Euarchontoglires","glareolus","Myodes",2313,46456,624,0,0,70,87,1.243,1176,21,1.94448267215017,1.31659930209386,1,0,3,1765,3.24699069924155,23,1.38021124171161,1
"3872","Myodes imaizumii",4940962,"Cricetidae","Rodentia",24,0,"Yes",35.95694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,35,"Wild","","Euarchontoglires","imaizumii","Myodes",0,0,0,0,0,NA,0,0,0,0,0,1.38021124171161,NA,0,3,0,0,0,0,0
"3873","Myodes regulus",596152,"Cricetidae","Rodentia",29.84,2,"Yes",35.56,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.986829884315,37.0461123841634,"Wild","","Euarchontoglires","regulus","Myodes",31,401,23,0,0,17,11,0.647,12,3,1.07918124604762,1.47479881880063,1,0,3,0,0,1,0.301029995663981,0
"3874","Myodes rex",490380,"Cricetidae","Rodentia",24,0,"Yes",44.75,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,45,"Wild","","Euarchontoglires","rex","Myodes",9,101,8,8,1,26,4,0.154,1,1,0.698970004336019,1.38021124171161,1,0,3,0,0,0,0,0
"3875","Myodes rutilus",686197,"Cricetidae","Rodentia",19.94,1,"Yes",64.1129679992598,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.481637665644,64.4499238605013,"Wild","","Euarchontoglires","rutilus","Myodes",243,3303,127,235,4,55,31,0.564,75,6,1.50514997831991,1.29972515397564,1,0,3,0,0,3,0.602059991327962,0
"3876","Myodes shanseius",3608474,"Cricetidae","Rodentia",29.22,2,"Yes",40.799999,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,41,"Wild","","Euarchontoglires","shanseius","Myodes",0,0,0,0,0,NA,0,0,0,0,0,1.46568021159828,1,0,3,0,0,0,0,0
"3877","Myoictis leucura",920958,"Dasyuridae","Dasyuromorphia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","leucura","Myoictis",2,19,2,2,0,16,2,0.125,1,0,0.477121254719662,NA,NA,0,3,0,0,0,0,0
"3878","Myoictis melas",379181,"Dasyuridae","Dasyuromorphia",200,1,"Yes",-3.471,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,-3.00045740230187,"Wild","","Marsupials & monotremes","melas","Myoictis",2,12,2,2,0,24,2,0.083,0,0,0.477121254719662,2.30102999566398,1,0,3,0,0,0,0,0
"3879","Myoictis wallacei",513335,"Dasyuridae","Dasyuromorphia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","wallacei","Myoictis",2,12,2,2,0,20,2,0.1,0,0,0.477121254719662,NA,1,0,3,0,0,0,0,0
"3880","Myoictis wallacii",3607133,"Dasyuridae","Dasyuromorphia",200,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","wallacii","Myoictis",1,1,1,1,0,11,1,0.091,0,0,0.301029995663981,2.30102999566398,NA,0,3,0,0,0,0,0
"3881","Myoictis wavicus",920959,"Dasyuridae","Dasyuromorphia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","wavicus","Myoictis",1,9,1,1,0,15,1,0.067,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"3882","Myomimus personatus",3608164,"Gliridae","Rodentia",37.48,2,"Yes",38.999998,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9999999999998,37.00657711887,"Wild","","Euarchontoglires","personatus","Myomimus",3,40,3,3,0,57,2,0.035,2,0,0.477121254719662,1.57379958221574,NA,0,3,0,0,0,0,0
"3883","Myomimus roachi",1038448,"Gliridae","Rodentia",36.99,2,"Yes",32.67,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9999999999996,33.0056680518068,"Wild","","Euarchontoglires","roachi","Myomimus",4,35,3,4,0,54,3,0.056,2,1,0.602059991327962,1.56808433131539,2,0,3,218,2.34044411484012,2,0.477121254719662,1
"3884","Myomimus setzeri",3608165,"Gliridae","Rodentia",37.74,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","setzeri","Myomimus",0,0,0,0,0,NA,0,0,0,0,0,1.57680189582891,NA,0,3,0,0,0,0,0
"3885","Myomyscus angolensis",3608627,"Muridae","Rodentia",52.89,2,"Yes",-12.39529,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.664729199553,-13.6745918862741,"Wild","","Euarchontoglires","angolensis","Myomyscus",0,0,0,0,0,NA,0,0,0,0,0,1.72337356701898,1,0,3,0,0,0,0,0
"3886","Myomyscus brockmani",1057562,"Muridae","Rodentia",41,0,"Yes",2.28062,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.861964904614,3.15580062196622,"Wild","","Euarchontoglires","brockmani","Myomyscus",1,58,1,1,0,5,1,0.2,1,1,0.301029995663981,1.61278385671974,1,0,3,0,0,0,0,0
"3887","Myomyscus verreauxii",1057551,"Muridae","Rodentia",41,1,"Yes",-32.13,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,-32.0218257326874,"Wild","","Euarchontoglires","verreauxii","Myomyscus",1,22,1,1,0,26,1,0.038,1,0,0.301029995663981,1.61278385671974,1,0,3,0,0,1,0.301029995663981,0
"3888","Myomyscus yemeni",1057554,"Muridae","Rodentia",52.7,2,"Yes",18.3465,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9999999999999,15.0023386074297,"Wild","","Euarchontoglires","yemeni","Myomyscus",0,0,0,0,0,NA,0,0,0,0,0,1.72181061521255,NA,0,3,0,0,0,0,0
"3889","Myonycteris brachycephala",558427,"Pteropodidae","Chiroptera",53.39,2,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","brachycephala","Myonycteris",2,34,2,2,0,27,2,0.074,1,0,0.477121254719662,1.72745992085791,3,0,3,0,0,1,0.301029995663981,0
"3890","Myonycteris leptodon",374690,"Pteropodidae","Chiroptera",NA,NA,"Yes",6.21678,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,5.00076357997974,"Wild","","Laurasiatheria","leptodon","Myonycteris",2,56,2,2,0,45,2,0.044,2,0,0.477121254719662,NA,1,0,3,0,0,0,0,0
"3891","Myonycteris relicta",192015,"Pteropodidae","Chiroptera",52,1,"Yes",-5.066667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,-15.0023386074297,"Wild","","Laurasiatheria","relicta","Myonycteris",1,6,1,1,0,23,1,0.043,0,0,0.301029995663981,1.7160033436348,1,0,3,0,0,0,0,0
"3892","Myonycteris torquata",192012,"Pteropodidae","Chiroptera",42.23,1,"Yes",4.5833315,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.91309756140807,6.82723724286587,"Wild","","Laurasiatheria","torquata","Myonycteris",16,586,14,12,2,45,9,0.2,9,3,1,1.62562108142491,1,1,3,336,2.52762990087134,0,0,1
"3893","Myoprocta acouchy",484313,"Dasyproctidae","Rodentia",600,1,"Yes",4.92955,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.7765722884642,3.44737749670014,"Wild","","Euarchontoglires","acouchy","Myoprocta",12,462,10,10,1,21,9,0.429,9,1,1,2.77815125038364,1,0,3,0,0,1,0.301029995663981,0
"3894","Myoprocta pratti",980454,"Dasyproctidae","Rodentia",966.73,1,"Yes",-1.4083,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.6646323688147,-2.66950088692374,"Wild","","Euarchontoglires","pratti","Myoprocta",12,209,9,11,1,51,8,0.157,8,0,0.954242509439325,2.98530519602363,1,0,3,0,0,0,0,0
"3895","Myopterus daubentonii",663933,"Molossidae","Chiroptera",23.62,2,"Yes",3.7,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3.00045740230187,"Wild","","Laurasiatheria","daubentonii","Myopterus",0,0,0,0,0,NA,0,0,0,0,0,1.3732798932775,NA,0,3,0,0,0,0,0
"3896","Myopterus senegalensis",7656334,"Molossidae","Chiroptera",NA,NA,"Yes",6.2097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,7,"Wild","","Laurasiatheria","senegalensis","Myopterus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"3897","Myopterus whitleyi",3613990,"Molossidae","Chiroptera",11.5,1,"Yes",1.562306,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,-5.00076357997975,"Wild","","Laurasiatheria","whitleyi","Myopterus",2,7,2,2,0,22,1,0.045,0,0,0.301029995663981,1.06069784035361,1,0,3,0,0,0,0,0
"3898","Myopus schisticolor",490530,"Cricetidae","Rodentia",25,1,"Yes",61.498361,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1314810733948,64.5462152375547,"Wild","","Euarchontoglires","schisticolor","Myopus",65,1199,45,58,4,54,19,0.352,29,2,1.30102999566398,1.39794000867204,1,0,3,0,0,1,0.301029995663981,0
"3899","Myosciurus pumilio",152097,"Sciuridae","Rodentia",165,1,"Yes",3.16667,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3.00412081225846,"Wild","","Euarchontoglires","pumilio","Myosciurus",1,60,1,1,0,25,1,0.04,1,0,0.301029995663981,2.21748394421391,1,1,3,0,0,0,0,0
"3900","Myosorex babaulti",3614476,"Soricidae","Soricomorpha",10.35,2,"Yes",-2.258283,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,-2.00121958443328,"Wild","","Laurasiatheria","babaulti","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,1.01494034979294,1,0,3,0,0,0,0,0
"3901","Myosorex blarina",298127,"Soricidae","Soricomorpha",10.35,2,"Yes",0.35,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.00015234351658,"Wild","","Laurasiatheria","blarina","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,1.01494034979294,3,0,3,0,0,0,0,0
"3902","Myosorex bururiensis",7656636,"Soricidae","Soricomorpha",NA,NA,"Yes",-3.93889,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,-3,"Wild","","Laurasiatheria","bururiensis","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,NA,2,0,3,0,0,0,0,0
"3903","Myosorex cafer",27750,"Soricidae","Soricomorpha",13.4,1,"Yes",-23.9,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9950509792063,-26.6071648347064,"Wild","","Laurasiatheria","cafer","Myosorex",4,40,4,3,1,29,3,0.103,2,1,0.602059991327962,1.12710479836481,2,0,3,0,0,1,0.301029995663981,0
"3904","Myosorex eisentrauti",3614475,"Soricidae","Eulipotyphla",10.35,2,"Yes",NA,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","eisentrauti","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,1.01494034979294,4,0,3,0,0,0,0,0
"3905","Myosorex geata",543351,"Soricidae","Soricomorpha",9.35,1,"Yes",-6.92,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,-7,"Wild","","Laurasiatheria","geata","Myosorex",2,34,2,2,0,11,2,0.182,2,0,0.477121254719662,0.970811610872518,3,0,3,0,0,0,0,0
"3906","Myosorex gnoskei",7656637,"Soricidae","Soricomorpha",NA,NA,"Yes",-10.58064,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,-11,"Wild","","Laurasiatheria","gnoskei","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,NA,3,0,3,0,0,0,0,0
"3907","Myosorex jejei",5223257,"Soricidae","Soricomorpha",NA,NA,"Yes",-2.27386,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,-3,"Wild","","Laurasiatheria","jejei","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,NA,2,0,3,0,0,0,0,0
"3908","Myosorex kihaulei",587041,"Soricidae","Soricomorpha",12.1,0,"Yes",-9.0693,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4981620116526,-8.50407973031955,"Wild","","Laurasiatheria","kihaulei","Myosorex",2,30,2,2,0,14,2,0.143,2,0,0.477121254719662,1.08278537031645,3,0,3,0,0,0,0,0
"3909","Myosorex longicaudatus",298130,"Soricidae","Eulipotyphla",12.98,1,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","longicaudatus","Myosorex",3,24,3,2,1,26,3,0.115,1,1,0.602059991327962,1.11327469246435,3,0,3,0,0,1,0.301029995663981,0
"3910","Myosorex meesteri",5338977,"Soricidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","meesteri","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"3911","Myosorex okuensis",3614477,"Soricidae","Eulipotyphla",10.35,2,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","okuensis","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,1.01494034979294,2,0,3,0,0,0,0,0
"3912","Myosorex preussi",6146628,"Soricidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","preussi","Myosorex",1,6,1,1,0,14,1,0.071,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"3913","Myosorex rumpii",3614471,"Soricidae","Eulipotyphla",10.35,2,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","rumpii","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,1.01494034979294,3,0,3,0,0,0,0,0
"3914","Myosorex schalleri",3614472,"Soricidae","Soricomorpha",10.35,2,"Yes",-2.90497,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,-3,"Wild","","Laurasiatheria","schalleri","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,1.01494034979294,NA,0,3,0,0,0,0,0
"3915","Myosorex sclateri",781778,"Soricidae","Eulipotyphla",10.35,2,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","sclateri","Myosorex",2,18,2,1,1,8,2,0.25,1,1,0.477121254719662,1.01494034979294,2,0,3,0,0,1,0.301029995663981,0
"3916","Myosorex swinnyi",7656638,"Soricidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","swinnyi","Myosorex",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"3917","Myosorex tenuis",3614474,"Soricidae","Eulipotyphla",10.35,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","tenuis","Myosorex",1,15,1,0,1,8,1,0.125,1,0,0.301029995663981,1.01494034979294,NA,0,3,0,0,0,0,0
"3918","Myosorex varius",563474,"Soricidae","Soricomorpha",13.2,1,"Yes",-32.13,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2552576185654,-32.4082043937214,"Wild","","Laurasiatheria","varius","Myosorex",22,252,17,20,2,36,12,0.333,12,2,1.11394335230684,1.12057393120585,1,0,3,0,0,2,0.477121254719662,0
"3919","Myosorex zinki",464821,"Soricidae","Soricomorpha",12.1,0,"Yes",-3.177117,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,-3,"Wild","","Laurasiatheria","zinki","Myosorex",4,44,4,4,0,16,3,0.188,2,0,0.602059991327962,1.08278537031645,1,0,3,0,0,1,0.301029995663981,0
"3920","Myospalax aspalax",996523,"Spalacidae","Rodentia",237.75,2,"Yes",47.32339,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101,33.0056680518072,"Wild","","Euarchontoglires","aspalax","Myospalax",9,22,8,9,0,34,4,0.118,0,1,0.698970004336019,2.37612052560945,1,0,3,0,0,0,0,0
"3921","Myospalax myospalax",3608556,"Spalacidae","Rodentia",225,1,"Yes",45.36667,"Least Concern","handicrafts_jewellery","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3241471184208,50.3713647674399,"Wild","","Euarchontoglires","myospalax","Myospalax",132,1070,75,127,2,83,17,0.205,27,4,1.25527250510331,2.35218251811136,1,1,3,288,2.46089784275655,3,0.602059991327962,1
"3922","Myospalax psilurus",618100,"Spalacidae","Rodentia",259.21,1,"Yes",44.991105,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.000000000005,49.010041144704,"Wild","","Euarchontoglires","psilurus","Myospalax",17,43,14,17,0,22,4,0.182,1,1,0.698970004336019,2.4136517520637,1,0,3,0,0,0,0,0
"3923","Myotis abei",3613659,"Vespertilionidae","Chiroptera",7.74,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","abei","Myotis",1,2,1,1,0,17,1,0.059,0,0,0.301029995663981,0.888740960682893,NA,0,3,0,0,0,0,0
"3924","Myotis aelleni",3613688,"Vespertilionidae","Chiroptera",7.26,2,"Yes",-42.06444,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.9999999999993,-42.0314537704679,"Wild","","Laurasiatheria","aelleni","Myotis",2,14,2,2,0,22,2,0.091,1,1,0.477121254719662,0.860936620700094,NA,0,3,0,0,0,0,0
"3925","Myotis aemulus",7656423,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","aemulus","Myotis",2,7,2,2,0,25,1,0.04,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"3926","Myotis albescens",353889,"Vespertilionidae","Chiroptera",5.3,1,"Yes",-4.083333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.3504517095927,0.57804179432,"Wild","","Laurasiatheria","albescens","Myotis",14,292,12,13,1,42,8,0.19,8,1,0.954242509439325,0.724275869600789,1,0,3,0,0,2,0.477121254719662,0
"3927","Myotis alcathoe",620441,"Vespertilionidae","Chiroptera",7.74,0,"Yes",45.91053,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62682563194038,47.5944744994617,"Wild","","Laurasiatheria","alcathoe","Myotis",27,276,18,26,1,20,11,0.55,13,2,1.07918124604762,0.888740960682893,NA,0,3,614,2.78887511577542,4,0.698970004336019,1
"3928","Myotis altarium",379806,"Vespertilionidae","Chiroptera",11,1,"Yes",26.58333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,26.0170349623018,"Wild","","Laurasiatheria","altarium","Myotis",10,108,9,10,0,23,5,0.217,4,2,0.778151250383644,1.04139268515822,1,0,3,0,0,2,0.477121254719662,0
"3929","Myotis ancricola",7067885,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","ancricola","Myotis",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"3930","Myotis anjouanensis",434436,"Vespertilionidae","Chiroptera",7.74,0,"Yes",-12.29,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,-13,"Wild","","Laurasiatheria","anjouanensis","Myotis",1,12,1,0,1,11,1,0.091,1,0,0.301029995663981,0.888740960682893,NA,0,3,0,0,0,0,0
"3931","Myotis annamiticus",964597,"Vespertilionidae","Chiroptera",7.74,0,"Yes",17.667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,17,"Wild","","Laurasiatheria","annamiticus","Myotis",2,22,1,2,0,20,2,0.1,1,0,0.477121254719662,0.888740960682893,NA,0,3,0,0,0,0,0
