"","species","family","order","id","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","domestication","status","x","y"
"6714","Rhynchonycteris naso","Emballonuridae","Chiroptera",75166,3.83,1,"Yes",7.666667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-74.5751751742047,7.04714587840584
"6716","Romerolagus diazi","Leporidae","Lagomorpha",923736,476.65,1,"Yes",19.131248,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-100.000000000002,19.0030052338497
"6717","Rousettus aegyptiacus","Pteropodidae","Chiroptera",813034,132.24,1,NA,NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6718","Rousettus amplexicaudatus","Pteropodidae","Chiroptera",164530,82.47,1,"Yes",9.28333,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",123.249827719302,12.6969489589908
"6720","Rousettus celebensis","Pteropodidae","Chiroptera",665999,56.3,1,"Yes",-1.183333,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",120,-2.00121958443328
"6721","Rousettus lanosus","Pteropodidae","Chiroptera",37738,103,1,"Yes",-0.27,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",36.7156313195871,-2.14613209418414
"6722","Rousettus leachii","Pteropodidae","Chiroptera",7656292,NA,NA,"Yes",-4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",27,-32.0218257326875
"6723","Rousettus leschenaultii","Pteropodidae","Chiroptera",813050,84.88,1,"Yes",17.1,"Least Concern","food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",100.991441635735,16.783689096657
"6724","Rousettus linduensis","Pteropodidae","Chiroptera",3613508,77.74,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6725","Rousettus madagascariensis","Pteropodidae","Chiroptera",37736,62.1,1,"Yes",-16.4407,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",48.60183020028,-15.8339342844119
"6726","Rousettus obliviosus","Pteropodidae","Chiroptera",20425,44.1,1,"Yes",-11.4317405,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",43.6683139518647,-12.3401974084554
"6727","Rousettus spinalatus","Pteropodidae","Chiroptera",146354,90.75,1,"Yes",4.04427,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",115,5
"6728","Rousettus stresemanni","Pteropodidae","Chiroptera",7656293,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6729","Rubrisciurus rubriventer","Sciuridae","Rodentia",149983,129.52,2,"Yes",-1.183333,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",121,-1
"6730","Rucervus duvaucelii","Cervidae","Artiodactyla",504972,171223.86,1,NA,NA,"Vulnerable","food_human","handicrafts_jewellery","other_household_goods","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6731","Rucervus eldii","Cervidae","Artiodactyla",438453,95471.61,1,NA,NA,"Endangered","food_human","handicrafts_jewellery","medicine","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6732","Rucervus platyceros","Cervidae","Artiodactyla",7655657,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6733","Rucervus schomburgki","Cervidae","Artiodactyla",696652,107626.42,1,"Yes",12.92292,"Extinct","food_human","handicrafts_jewellery","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",99,13
"6734","Rucervus thamin","Cervidae","Artiodactyla",7655658,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6735","Rungwecebus kipunji","Cercopithecidae","Primates",665522,NA,NA,"Yes",-7.7973,"Endangered","food_animal","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",32.9999999999999,-9.00138234307659
"6736","Rupicapra pyrenaica","Bovidae","Artiodactyla",698621,30000,1,NA,NA,"Least Concern","food_human","handicrafts_jewellery","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6737","Rupicapra rupicapra","Bovidae","Artiodactyla",798039,26100,1,NA,NA,"Least Concern","food_human","handicrafts_jewellery","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6738","Rusa alfredi","Cervidae","Artiodactyla",543086,46475.04,1,"Yes",9.5417,"Endangered","food_human","pets_display_animals_horticulture","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",123,9.0013823430766
"6739","Rusa marianna","Cervidae","Artiodactyla",3611921,49457.61,1,"Yes",6.9834,"Vulnerable","food_human","handicrafts_jewellery","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",125.397242880201,9.42608621077012
"6740","Rusa timorensis","Cervidae","Artiodactyla",1069421,66375.5,1,NA,NA,"Vulnerable","food_human","handicrafts_jewellery","medicine","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6741","Rusa unicolor","Cervidae","Artiodactyla",844145,177522.9,1,NA,NA,"Vulnerable","food_human","handicrafts_jewellery","medicine","pets_display_animals_horticulture","sport_hunting_specimen_collecting","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6742","Ruwenzorisorex suncoides","Soricidae","Soricomorpha",825207,18.2,1,"Yes",-2.85,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",29,-2.00121958443328
"6743","Saccolaimus flaviventris","Emballonuridae","Chiroptera",468429,42.13,1,"Yes",-30.534914,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",140.680632736396,-24.7911444247803
"6744","Saccolaimus granti","Emballonuridae","Chiroptera",7656303,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6745","Saccolaimus mixtus","Emballonuridae","Chiroptera",3613548,23.03,1,"Yes",-12.732666,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",142.500168630831,-13.0141205106237
"6746","Saccolaimus peli","Emballonuridae","Chiroptera",3613549,100,1,"Yes",3.7,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",28.499542609352,1.50089587101389
"6747","Saccolaimus saccolaimus","Emballonuridae","Chiroptera",505799,41.8,1,"Yes",-1,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",127,-16.1527415380166
"6748","Saccopteryx antioquensis","Emballonuridae","Chiroptera",3613560,4.72,0,"Yes",5.667778,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-76,5.00076357997974
"6749","Saccopteryx bilineata","Emballonuridae","Chiroptera",190912,7.8,1,"Yes",10.4166685,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-81.7806354036132,10.0165368921586
"6750","Saccopteryx canescens","Emballonuridae","Chiroptera",232381,3.38,1,"Yes",6.05,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-72.9966610152602,7.45704502709657
"6751","Saccopteryx gymnura","Emballonuridae","Chiroptera",232377,4,1,"Yes",4.529,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-58.4992372165361,3.50448108718996
"6752","Saccopteryx leptura","Emballonuridae","Chiroptera",75192,4.72,1,"Yes",5.2667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-74.2564931026823,7.04849615760161
"6753","Saccostomus campestris","Nesomyidae","Rodentia",53782,51.23,1,NA,NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6754","Saccostomus mashonae","Nesomyidae","Rodentia",5852634,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6755","Saccostomus mearnsi","Nesomyidae","Rodentia",3608527,45.5,1,"Yes",0.335689,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",37.6663956479037,1.6677189483885
"6756","Saccostomus umbriventer","Nesomyidae","Rodentia",5852633,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6757","Saguinus bicolor","Cebidae","Primates",254273,465,1,NA,NA,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA
"6760","Saguinus geoffroyi","Cebidae","Primates",235534,486.5,1,"Yes",8.96598,"Near Threatened","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-78.4355184147242,7.58271271762763
"6761","Saguinus graellsi","Cebidae","Primates",955071,462.13,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA
"6762","Saguinus imperator","Cebidae","Primates",489221,400,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA
"6763","Saguinus inustus","Cebidae","Primates",765147,410.5,1,"Yes",1.273365,"Least Concern","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-72.3336043520963,1.6677189483885
"6764","Saguinus labiatus","Cebidae","Primates",68899,575,1,NA,NA,"Least Concern","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA
"6765","Saguinus leucopus","Cebidae","Primates",920962,440,1,"Yes",5.654684,"Vulnerable","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-74.6009880985874,7.81664161394868
"6766","Saguinus martinsi","Cebidae","Primates",156862,462.13,0,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA
"6767","Saguinus melanoleucus","Cebidae","Primates",429033,462.13,0,NA,NA,"Least Concern","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA
"6768","Saguinus midas","Cebidae","Primates",532397,540,1,NA,NA,"Least Concern","food_human","handicrafts_jewellery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA
"6769","Saguinus mystax","Cebidae","Primates",1015219,618,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA
"6770","Saguinus niger","Cebidae","Primates",156859,462.13,0,"Yes",-5.2696035,"Vulnerable","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-50,-6.00367070585998
"6772","Saguinus oedipus","Cebidae","Primates",489218,430,1,"Yes",9.5,"Critically Endangered","pets_display_animals_horticulture","research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-75.0042549392001,7.35550580535344
"6774","Saguinus ursulus","Cebidae","Primates",6145175,NA,NA,"Yes",-3.677047,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-47,-3
"6775","Saiga borealis","Bovidae","Artiodactyla",3611670,29000,0,"Yes",47.597963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",108.999999999996,47.0093601902572
"6776","Saiga tatarica","Bovidae","Artiodactyla",274566,29000,1,NA,NA,"Critically Endangered","food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6777","Saimiri boliviensis","Cebidae","Primates",977385,615.01,1,NA,NA,"Least Concern","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6778","Saimiri cassiquiarensis","Cebidae","Primates",6145200,NA,NA,"Yes",-3.734757,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-71.7523255652094,-4.00365987280036
"6779","Saimiri collinsi","Cebidae","Primates",923682,NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","infraspecific",NA,NA
"6780","Saimiri madierae","Cebidae","Primates",7655120,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6781","Saimiri oerstedii","Cebidae","Primates",4337,278.5,1,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6782","Saimiri sciureus","Cebidae","Primates",842875,743.24,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6783","Saimiri ustus","Cebidae","Primates",455668,1000,1,"Yes",-3.392985,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-62.0000000000001,-9.0013823430766
"6784","Saimiri vanzolinii","Cebidae","Primates",3607558,769.61,1,"Yes",-3.0891925,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-65,-3
"6785","Sairadelphys tocantinensis","Didelphidae","Didelphimorphia",6147995,NA,NA,"Yes",-12.713056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-47,-13
"6786","Salanoia concolor","Eupleridae","Carnivora",527118,650,1,"Yes",-18.91545,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",47,-19
"6787","Salinoctomys loschalchalerosorum","Octodontidae","Rodentia",3609986,136.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6788","Salinomys delicatus","Cricetidae","Rodentia",972226,12.3,1,"Yes",-32.7595835,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-65.0000000000002,-30.0201656123624
"6789","Salpingotulus michaelis","Dipodidae","Rodentia",3608056,29.05,0,"Yes",29.549999,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",67,29
"6790","Salpingotus crassicauda","Dipodidae","Rodentia",3608057,13.1,1,"Yes",45.555444,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",103.000000000002,46.0361770170802
"6791","Salpingotus heptneri","Dipodidae","Rodentia",3608053,8.9,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6792","Salpingotus kozlovi","Dipodidae","Rodentia",910647,10.73,2,"Yes",37.03,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",81.0000000000032,37.0065771188715
"6793","Salpingotus pallidus","Dipodidae","Rodentia",3608054,9.8,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6794","Salpingotus thomasi","Dipodidae","Rodentia",3608055,10.45,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6797","Sapajus cay","Cebidae","Primates",775268,NA,NA,"Yes",-17.354654,"Least Concern","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-55.7963633161305,-22.6284281312143
"6798","Sapajus flavius","Cebidae","Primates",299416,NA,NA,"Yes",-6.834653,"Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-35,-7
"6801","Sapajus robustus","Cebidae","Primates",886281,NA,NA,NA,NA,"Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","infraspecific",NA,NA
"6803","Sarcophilus harrisii","Dasyuridae","Dasyuromorphia",948469,10000,1,"Yes",-42.08624,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",147.563710470886,-41.8881438042298
"6804","Sauromys petrophilus","Molossidae","Chiroptera",1015513,14.25,1,"Yes",-19.19,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",16.5001973277686,-21.0234802841859
"6805","Saxatilomys paulinae","Muridae","Rodentia",283439,NA,NA,"Yes",17.8,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",105,17
"6806","Scalopus aquaticus","Talpidae","Soricomorpha",1088414,91.26,1,"Yes",33.881975,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-89.070365652832,37.4610598745357
"6807","Scapanulus oweni","Talpidae","Soricomorpha",3614312,36.64,1,"Yes",34.586527,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",103,35
"6808","Scapanus latimanus","Talpidae","Soricomorpha",799581,55,1,"Yes",37.7694108153018,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-120.523882001701,37.938012634924
"6809","Scapanus mesolatimanus","Talpidae","Eulipotyphla",7656696,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6810","Scapanus orarius","Talpidae","Soricomorpha",799582,61.2,1,"Yes",46.6539397861191,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-122.247084164479,45.0414396323136
"6811","Scapanus schultzi","Talpidae","Soricomorpha",7656697,NA,NA,"Yes",43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-119,43
"6812","Scapanus townsendii","Talpidae","Soricomorpha",799583,141.7,1,"Yes",45.6607,"Least Concern","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-123.25473661147,44.7976320745532
"6813","Scapteromys aquaticus","Cricetidae","Rodentia",644639,146,0,"Yes",-33.65,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-59.3179549483897,-33.0510774730227
"6814","Scapteromys meridionalis","Cricetidae","Rodentia",5852618,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6815","Scapteromys tumidus","Cricetidae","Rodentia",822530,146,1,"Yes",-34.75,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-57.2756073724411,-34.2063433322357
"6816","Scaptochirus gilliesi","Talpidae","Eulipotyphla",7656698,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6817","Scaptochirus moschatus","Talpidae","Soricomorpha",872314,90.51,1,"Yes",37.869444,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",113,37
"6818","Scaptonyx fusicaudatus","Talpidae","Soricomorpha",7656699,NA,NA,"Yes",28.116667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",97,29
"6819","Scaptonyx fusicaudus","Talpidae","Soricomorpha",852974,19.41,1,"Yes",30.123,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",102.337828623455,29.6851343618565
"6822","Scarturus vinogradovi","Dipodidae","Rodentia",7067185,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6823","Schoinobates volans","Petauridae","Diprotodontia",7657217,NA,NA,"Yes",-27.338445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",145.999999999998,-37.00657711887
"6824","Sciurillus pusillus","Sciuridae","Rodentia",580354,39,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6827","Sciurocheirus makandensis","Galagidae","Primates",6145318,NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6828","Sciurotamias davidianus","Sciuridae","Rodentia",902084,433.51,1,"Yes",34.505167,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",116.607012225474,40.2284045322308
"6829","Sciurotamias forresti","Sciuridae","Rodentia",3609113,433.51,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6830","Sciurus aberti","Sciuridae","Rodentia",866980,623.99,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6831","Sciurus aestuans","Sciuridae","Rodentia",160623,185,1,"Yes",-20.08333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-46.6260791645638,-22.5441581254574
"6832","Sciurus alleni","Sciuridae","Rodentia",3609001,434.5,1,"Yes",25.368611,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-99.8038279951397,25.4316550110337
"6833","Sciurus annulatus","Sciuridae","Rodentia",6145004,NA,NA,"Yes",19.2437115140329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-103,19
"6834","Sciurus anomalus","Sciuridae","Rodentia",568460,256,1,"Yes",39.2178,"Least Concern","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",30.5700353091411,38.7680619402497
"6835","Sciurus arizonensis","Sciuridae","Rodentia",3609016,646.99,1,"Yes",31.704791,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-109.837783611526,33.1063377192356
"6836","Sciurus aureogaster","Sciuridae","Rodentia",3608999,595,1,"Yes",19.033333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-97.8488812971127,19.4036048066141
"6837","Sciurus carolinensis","Sciuridae","Rodentia",410925,506.5,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6838","Sciurus colliaei","Sciuridae","Rodentia",3609006,498,1,"Yes",21.5604071221291,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-105.901984153163,23.9708858860864
"6839","Sciurus deppei","Sciuridae","Rodentia",3609000,190,1,"Yes",17.28263,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-92.3574046477612,18.5329156688794
"6840","Sciurus ebii","Sciuridae","Rodentia",6145006,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6841","Sciurus erythropus","Sciuridae","Rodentia",6145007,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"6842","Sciurus flammifer","Sciuridae","Rodentia",3608998,4292.99,1,"Yes",4.42,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-61,5
