"","genus_species","species","genus","publications","citations","journals","years_publishing","h","m","i10","h5","family","order","id","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","domestication","status","x","y","clade","logh","logh1","logmass","iucn_bin","humanuse_bin","domestication_bin"
"68","Aepyceros melampus","melampus","Aepyceros",582,15292,236,58,59,1.017,348,10,"Bovidae","Artiodactyla",768679,52500.08,1,NA,NA,"Least Concern","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.77085201164214,1.77815125038364,4.72015996518752,1,1,3
"69","Aepyprymnus rufescens","rufescens","Aepyprymnus",41,1244,28,46,15,0.326,25,3,"Potoroidae","Diprotodontia",34417,3250,1,"Yes",-28.7167,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,148.607502862424,-25.8939807544789,"Marsupials & monotremes",1.17609125905568,1.20411998265592,3.51188336097887,1,0,3
"70","Aeretes melanopterus","melanopterus","Aeretes",1,6,1,14,1,0.071,0,0,"Sciuridae","Rodentia",675191,753.23,2,"Yes",26.430682,NA,"food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,106.999999999999,23.0037047626266,"Euarchontoglires",0,0.301029995663981,2.87692760897473,NA,1,3
"71","Aeromys tephromelas","tephromelas","Aeromys",1,3,1,50,1,0.02,0,0,"Sciuridae","Rodentia",675194,1075,1,"Yes",3.505,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,101,3.00045740230187,"Euarchontoglires",0,0.301029995663981,3.03140846425162,NA,0,3
"72","Aeromys thomasi","thomasi","Aeromys",1,7,1,15,1,0.067,0,0,"Sciuridae","Rodentia",3609018,1435,1,"Yes",5.343469,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,117.665850621697,5.66996720456175,"Euarchontoglires",0,0.301029995663981,3.15685190107001,1,0,3
"73","Aethalops aequalis","aequalis","Aethalops",1,10,1,28,1,0.036,1,0,"Pteropodidae","Chiroptera",308607,15,0,"Yes",4.038422,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,115,5,"Laurasiatheria",0,0.301029995663981,1.17609125905568,1,0,3
"74","Aethalops alecto","alecto","Aethalops",4,63,3,32,3,0.094,3,0,"Pteropodidae","Chiroptera",37731,15,1,"Yes",2.85,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,101.667209035396,4.33563706315321,"Laurasiatheria",0.477121254719662,0.602059991327962,1.17609125905568,1,0,3
"75","Aethomys bocagei","bocagei","Aethomys",1,7,1,16,1,0.062,0,0,"Muridae","Rodentia",3608715,79.89,2,"Yes",-9.875,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,14.2724097175001,-9.03164365549672,"Euarchontoglires",0,0.301029995663981,1.9024924211586,1,0,3
"76","Aethomys chrysophilus","chrysophilus","Aethomys",41,577,22,43,15,0.349,26,2,"Muridae","Rodentia",911457,74.85,1,"Yes",-22.4167,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,30.8902927277363,-20.585708175387,"Euarchontoglires",1.17609125905568,1.20411998265592,1.87419180467907,1,1,3
"77","Aethomys hindei","hindei","Aethomys",4,32,4,45,3,0.067,1,1,"Muridae","Rodentia",3608711,103.5,1,"Yes",3.1333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,32.9984745487729,1.50292101514208,"Euarchontoglires",0.477121254719662,0.602059991327962,2.01494034979294,1,0,3
"78","Aethomys ineptus","ineptus","Aethomys",16,251,9,23,10,0.435,11,1,"Muridae","Rodentia",411031,133.16,1,"Yes",-23.9802165,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,30.7224617267428,-26.5165078426028,"Euarchontoglires",1,1.04139268515822,2.12437378648463,1,0,3
"79","Aethomys kaiseri","kaiseri","Aethomys",9,159,8,59,7,0.119,6,0,"Muridae","Rodentia",649436,90,1,"Yes",-1.5667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,33.7358739997436,-1.42471256065716,"Euarchontoglires",0.845098040014257,0.903089986991944,1.95424250943932,1,0,3
"80","Aethomys nyikae","nyikae","Aethomys",3,50,3,55,3,0.055,2,0,"Muridae","Rodentia",3608710,77.01,1,"Yes",-10.72,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,35,-15.0210697853835,"Euarchontoglires",0.477121254719662,0.602059991327962,1.88654712339111,1,0,3
"81","Aethomys silindensis","silindensis","Aethomys",4,52,4,23,4,0.174,2,1,"Muridae","Rodentia",3608709,82.76,2,"Yes",-19.23,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,33,-19,"Euarchontoglires",0.602059991327962,0.698970004336019,1.9178204819937,NA,0,3
"82","Aethomys stannarius","stannarius","Aethomys",1,7,1,16,1,0.062,0,0,"Muridae","Rodentia",3608717,82.9,2,"Yes",8.8166835,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,15,5.00076357997974,"Euarchontoglires",0,0.301029995663981,1.91855453055027,NA,0,3
"83","Aethomys thomasi","thomasi","Aethomys",1,7,1,16,1,0.062,0,0,"Muridae","Rodentia",3608716,84.69,2,"Yes",-11.875,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,16.3336288965446,-12.0223050199193,"Euarchontoglires",0,0.301029995663981,1.92783213286658,1,0,3
"84","Afrochoerus nicoli","nicoli","Afrochoerus",0,0,0,NA,0,0,0,0,"Suidae","Artiodactyla",7655719,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"85","Ailuropoda melanoleuca","melanoleuca","Ailuropoda",1118,19253,386,93,64,0.688,475,21,"Ursidae","Carnivora",872573,108400,1,NA,NA,"Vulnerable","food_human","pets_display_animals_horticulture","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.80617997398389,1.81291335664286,5.03502928220237,2,1,3
"86","Ailurops furvus","furvus","Ailurops",0,0,0,NA,0,0,0,0,"Phalangeridae","Diprotodontia",7657218,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Marsupials & monotremes",-Inf,0,NA,NA,0,3
"87","Ailurops melanotis","melanotis","Ailurops",2,3,1,2,1,0.5,0,1,"Phalangeridae","Diprotodontia",3606934,10000,0,"Yes",NA,"Critically Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Marsupials & monotremes",0,0.301029995663981,4,4,1,3
"88","Ailurops ursinus","ursinus","Ailurops",10,112,7,27,6,0.222,6,2,"Phalangeridae","Diprotodontia",193425,10000,1,"Yes",1.40516,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,122.427874178624,-1.86260510123351,"Marsupials & monotremes",0.778151250383644,0.845098040014257,4,2,1,3
"89","Ailurus fulgens","fulgens","Ailurus",259,5011,128,152,39,0.257,110,11,"Ailuridae","Carnivora",872562,4900,1,NA,NA,"Endangered","food_human","medicine","pets_display_animals_horticulture","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.5910646070265,1.60205999132796,3.69019608002851,3,1,3
"90","Ailurus ochraceus","ochraceus","Ailurus",0,0,0,NA,0,0,0,0,"Ailuridae","Carnivora",7655926,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"91","Akodon aerosus","aerosus","Akodon",4,41,4,8,4,0.5,2,0,"Cricetidae","Rodentia",421013,60,1,"Yes",-13.100533,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-73.03037165202,-9.86142397653448,"Euarchontoglires",0.602059991327962,0.698970004336019,1.77815125038364,1,0,3
"92","Akodon affinis","affinis","Akodon",2,1,2,7,1,0.143,0,1,"Cricetidae","Rodentia",170298,24.9,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0,0.301029995663981,1.39619934709574,1,0,3
"93","Akodon albiventer","albiventer","Akodon",3,32,3,19,2,0.105,2,1,"Cricetidae","Rodentia",299290,21.8,1,"Yes",-18.666666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-67.2742230586775,-19.6479622530475,"Euarchontoglires",0.301029995663981,0.477121254719662,1.3384564936046,1,0,3
"94","Akodon aliquantulus","aliquantulus","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",694678,31.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",-Inf,0,1.49582175338591,NA,0,3
"95","Akodon arviculoides","arviculoides","Akodon",14,288,9,56,9,0.161,9,0,"Cricetidae","Rodentia",7654625,NA,NA,"Yes",-23.551621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-45.9999999999998,-23.0037047626266,"Euarchontoglires",0.954242509439325,1,NA,NA,0,3
"96","Akodon azarae","azarae","Akodon",188,2806,101,54,29,0.537,98,5,"Cricetidae","Rodentia",754324,25,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",1.46239799789896,1.47712125471966,1.39794000867204,1,0,3
"97","Akodon baliolus","baliolus","Akodon",1,14,1,10,1,0.1,1,0,"Cricetidae","Rodentia",224511,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0,0.301029995663981,NA,NA,0,3
"98","Akodon bogotensis","bogotensis","Akodon",1,15,1,8,1,0.125,1,0,"Cricetidae","Rodentia",3608362,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0,0.301029995663981,1.11394335230684,NA,0,3
"99","Akodon boliviensis","boliviensis","Akodon",16,195,14,31,7,0.226,4,1,"Cricetidae","Rodentia",292086,27.5,1,"Yes",-16.083334,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-67.3712880571585,-18.8172086955634,"Euarchontoglires",0.845098040014257,0.903089986991944,1.43933269383026,1,0,3
"100","Akodon budini","budini","Akodon",4,11,4,5,2,0.4,0,2,"Cricetidae","Rodentia",837330,26.9,1,"Yes",-24.075002,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-65.0000000000003,-24.0155502468951,"Euarchontoglires",0.301029995663981,0.477121254719662,1.42975228000241,1,0,3
"101","Akodon cursor","cursor","Akodon",69,1288,43,35,22,0.629,38,4,"Cricetidae","Rodentia",754322,39.85,1,"Yes",-24.333333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-51.556042271713,-24.4273609288129,"Euarchontoglires",1.34242268082221,1.36172783601759,1.60042832573213,1,0,3
"102","Akodon dayi","dayi","Akodon",2,19,2,13,1,0.077,1,0,"Cricetidae","Rodentia",837345,32.5,1,"Yes",-16.799999,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-64.5032152328736,-16.2677994975824,"Euarchontoglires",0,0.301029995663981,1.51188336097887,1,0,3
"103","Akodon dolores","dolores","Akodon",22,260,20,45,9,0.2,8,1,"Cricetidae","Rodentia",817138,50.5,1,"Yes",-29.406262,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-65.5200049466215,-32.1534069441658,"Euarchontoglires",0.954242509439325,1,1.70329137811866,1,0,3
"104","Akodon fumeus","fumeus","Akodon",1,6,1,19,1,0.053,0,0,"Cricetidae","Rodentia",837332,22.7,1,"Yes",-17.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-66.1927981965561,-16.2097464630762,"Euarchontoglires",0,0.301029995663981,1.35602585719312,1,0,3
"105","Akodon glaucinus","glaucinus","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",468307,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,NA,NA,0,3
"106","Akodon iniscatus","iniscatus","Akodon",8,104,8,26,6,0.231,4,0,"Cricetidae","Rodentia",817145,28.7,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0.778151250383644,0.845098040014257,1.45788189673399,1,0,3
"107","Akodon josemariarguedasi","josemariarguedasi","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",6144778,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",-Inf,0,NA,NA,0,3
"108","Akodon juninensis","juninensis","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",292084,39,1,"Yes",-11.559115,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-75.7983153988249,-10.6128805755357,"Euarchontoglires",-Inf,0,1.5910646070265,1,0,3
"109","Akodon kofordi","kofordi","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",292090,29.5,1,"Yes",-14.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-65.9999999999999,-17.0026683611809,"Euarchontoglires",-Inf,0,1.46982201597816,1,0,3
"110","Akodon kotosh","kotosh","Akodon",2,0,2,1,0,0,0,0,"Cricetidae","Rodentia",7067232,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",-Inf,0,NA,NA,0,3
"111","Akodon latebricola","latebricola","Akodon",2,15,2,8,1,0.125,1,0,"Cricetidae","Rodentia",694987,39,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0,0.301029995663981,1.5910646070265,NA,0,3
"112","Akodon leucolimnaeus","leucolimnaeus","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",170300,31.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",-Inf,0,1.49582175338591,NA,0,3
"113","Akodon lindberghi","lindberghi","Akodon",11,207,10,31,8,0.258,6,0,"Cricetidae","Rodentia",837916,26.4,1,"Yes",-15.783334,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-47,-15,"Euarchontoglires",0.903089986991944,0.954242509439325,1.42160392686983,NA,0,3
"114","Akodon lutescens","lutescens","Akodon",1,15,1,8,1,0.125,1,0,"Cricetidae","Rodentia",806769,20.69,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0,0.301029995663981,1.31576049066573,1,0,3
"115","Akodon mimus","mimus","Akodon",1,6,1,19,1,0.053,0,0,"Cricetidae","Rodentia",1068786,24,1,"Yes",-17.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-66.5952083833377,-16.6074080349395,"Euarchontoglires",0,0.301029995663981,1.38021124171161,1,0,3
"116","Akodon molinae","molinae","Akodon",41,604,31,52,14,0.269,21,0,"Cricetidae","Rodentia",224514,33,1,"Yes",-34.05,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-62.9890021541808,-37.4509861147655,"Euarchontoglires",1.14612803567824,1.17609125905568,1.51851393987789,1,0,3
"117","Akodon mollis","mollis","Akodon",10,82,9,39,5,0.128,3,1,"Cricetidae","Rodentia",292088,30.4,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0.698970004336019,0.778151250383644,1.48287358360875,1,0,3
"118","Akodon montensis","montensis","Akodon",105,1431,61,26,23,0.885,54,5,"Cricetidae","Rodentia",837919,31.32,0,"Yes",-26.2894,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-55.7501937564695,-26.2916640358849,"Euarchontoglires",1.36172783601759,1.38021124171161,1.49582175338591,1,0,3
"119","Akodon mystax","mystax","Akodon",2,50,2,20,2,0.1,1,0,"Cricetidae","Rodentia",837918,18.5,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0.301029995663981,0.477121254719662,1.26717172840301,NA,0,3
"120","Akodon neocenus","neocenus","Akodon",1,13,1,12,1,0.083,1,0,"Cricetidae","Rodentia",3608361,42.4,1,"Yes",-38.0307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-66.9999999999993,-41.0075873575485,"Euarchontoglires",0,0.301029995663981,1.62736585659273,NA,0,3
"121","Akodon orophilus","orophilus","Akodon",7,89,6,15,5,0.333,3,0,"Cricetidae","Rodentia",754316,39,1,"Yes",-6.7166665,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-76.8050900103908,-8.31115143858142,"Euarchontoglires",0.698970004336019,0.778151250383644,1.5910646070265,1,0,3
"122","Akodon paranaensis","paranaensis","Akodon",17,277,14,18,12,0.667,12,1,"Cricetidae","Rodentia",896699,31.32,0,"Yes",-26.2812,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-55,-27,"Euarchontoglires",1.07918124604762,1.11394335230684,1.49582175338591,1,0,3
"123","Akodon pervalens","pervalens","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",3608354,31.32,0,"Yes",-22.243108,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-64.0000000000002,-23.0037047626268,"Euarchontoglires",-Inf,0,1.49582175338591,NA,0,3
"124","Akodon philipmyersi","philipmyersi","Akodon",1,9,1,10,1,0.1,0,0,"Cricetidae","Rodentia",373077,NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0,0.301029995663981,NA,NA,0,3
"125","Akodon polopi","polopi","Akodon",2,40,1,11,2,0.182,1,0,"Cricetidae","Rodentia",68879,NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0.301029995663981,0.477121254719662,NA,1,0,3
"126","Akodon reigi","reigi","Akodon",2,16,2,8,2,0.25,0,1,"Cricetidae","Rodentia",896702,31.32,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0.301029995663981,0.477121254719662,1.49582175338591,1,0,3
"127","Akodon sanctipaulensis","sanctipaulensis","Akodon",2,64,2,31,2,0.065,2,0,"Cricetidae","Rodentia",3608368,27.1,1,"Yes",-24.366667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-46.9999999999998,-24.0155502468949,"Euarchontoglires",0.301029995663981,0.477121254719662,1.43296929087441,NA,0,3
"128","Akodon serrensis","serrensis","Akodon",14,282,9,23,9,0.391,9,0,"Cricetidae","Rodentia",837921,28.3,1,"Yes",-22.8479945,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-43.0000000000001,-23.0037047626268,"Euarchontoglires",0.954242509439325,1,1.45178643552429,1,0,3
"129","Akodon siberiae","siberiae","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",360765,34.6,1,"Yes",-17.516667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-64.9999999999999,-17.0026683611809,"Euarchontoglires",-Inf,0,1.53907609879278,NA,0,3
"130","Akodon simulator","simulator","Akodon",11,122,10,31,6,0.194,4,0,"Cricetidae","Rodentia",468305,42.5,1,"Yes",-26.463056,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-64.8133685531181,-25.5202615777907,"Euarchontoglires",0.778151250383644,0.845098040014257,1.62838893005031,1,0,3
"131","Akodon subfuscus","subfuscus","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",292092,30.4,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",-Inf,0,1.48287358360875,1,0,3
"132","Akodon surdus","surdus","Akodon",1,15,1,8,1,0.125,1,0,"Cricetidae","Rodentia",3608367,39,1,"Yes",-12.62708,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-73,-13,"Euarchontoglires",0,0.301029995663981,1.5910646070265,2,0,3
"133","Akodon sylvanus","sylvanus","Akodon",1,37,1,11,1,0.091,1,0,"Cricetidae","Rodentia",536358,39,1,"Yes",-24.283306,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-65.0000000000003,-24.0155502468951,"Euarchontoglires",0,0.301029995663981,1.5910646070265,1,0,3
"134","Akodon tartareus","tartareus","Akodon",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",468309,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,NA,NA,0,3
"135","Akodon toba","toba","Akodon",6,51,6,16,3,0.188,2,2,"Cricetidae","Rodentia",360763,51.2,1,"Yes",-22.35,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-62.2394045378914,-22.8559956493432,"Euarchontoglires",0.477121254719662,0.602059991327962,1.70926996097583,1,0,3
"136","Akodon torques","torques","Akodon",2,6,2,5,1,0.2,0,0,"Cricetidae","Rodentia",292096,39,1,"Yes",-13.16219,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-71.4972219223353,-12.506118905678,"Euarchontoglires",0,0.301029995663981,1.5910646070265,1,0,3
"137","Akodon urichi","urichi","Akodon",2,22,2,50,2,0.04,1,0,"Cricetidae","Rodentia",360768,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",NA,NA,"Euarchontoglires",0.301029995663981,0.477121254719662,NA,NA,0,3
"138","Akodon varius","varius","Akodon",6,86,5,19,5,0.263,4,0,"Cricetidae","Rodentia",224515,40,1,"Yes",-23.2,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-64.0728375333477,-22.2207283772505,"Euarchontoglires",0.698970004336019,0.778151250383644,1.60205999132796,NA,0,3
"139","Akodon viridescens","viridescens","Akodon",1,3,1,10,1,0.1,0,0,"Cricetidae","Rodentia",398446,NA,NA,"Yes",-32.937034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-65,-33,"Euarchontoglires",0,0.301029995663981,NA,NA,0,3
"140","Alcelaphus bakeri","bakeri","Alcelaphus",0,0,0,NA,0,0,0,0,"Bovidae","Artiodactyla",7655481,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"141","Alcelaphus buselaphus","buselaphus","Alcelaphus",129,2333,81,92,29,0.315,63,4,"Bovidae","Artiodactyla",989807,171001.53,1,NA,NA,"Least Concern","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.46239799789896,1.47712125471966,5.2329999961675,1,1,3
